Customer ID,Order ID,Product,Units Sold,Date,Revenue,Cost
4,338090,Snickerdoodle," 2,155 ",12/1/2020,8620,3232.5
1,178855,Snickerdoodle, 743 ,4/1/2020,2970,1113.75
4,601636,Snickerdoodle," 1,295 ",10/1/2020,5180,1942.5
1,893967,Snickerdoodle, 214 ,10/1/2019,856,321
4,403455,Snickerdoodle," 2,145 ",11/1/2019,8580,3217.5
1,866409,Snickerdoodle," 2,852 ",12/1/2020,11408,4278
4,765655,Snickerdoodle," 4,244 ",4/1/2020,16974,6365.25
1,732442,Snickerdoodle," 2,580 ",4/1/2020,10320,3870
3,745878,Snickerdoodle, 689 ,6/1/2020,2756,1033.5
3,863607,Snickerdoodle," 1,947 ",9/1/2020,7788,2920.5
4,249563,Snickerdoodle, 908 ,12/1/2019,3632,1362
1,355733,Snickerdoodle, 831 ,5/1/2020,3324,1246.5
2,654585,Snickerdoodle," 2,851 ",10/1/2019,11404,4276.5
4,725869,Snickerdoodle," 2,021 ",10/1/2020,8084,3031.5
4,882680,Snickerdoodle, 274 ,12/1/2020,1096,411
3,449939,Snickerdoodle," 1,865 ",2/1/2020,7460,2797.5
3,787606,Snickerdoodle," 1,116 ",2/1/2020,4464,1674
2,295574,Snickerdoodle," 1,563 ",5/1/2020,6252,2344.5
1,551997,Snickerdoodle, 991 ,6/1/2020,3964,1486.5
2,296951,Snickerdoodle," 1,016 ",11/1/2019,4064,1524
2,812448,Snickerdoodle," 2,791 ",11/1/2020,11164,4186.5
2,539656,Snickerdoodle, 570 ,12/1/2020,2280,855
2,348955,Snickerdoodle," 2,487 ",12/1/2020,9948,3730.5
4,137994,Snickerdoodle," 1,118 ",1/1/2020,4470,1676.25
2,779393,Snickerdoodle," 2,844 ",6/1/2020,11376,4266
4,443447,Snickerdoodle, 562 ,9/1/2020,2248,843
4,288662,Snickerdoodle," 2,299 ",10/1/2019,9196,3448.5
4,768268,Snickerdoodle," 2,030 ",11/1/2020,8120,3045
4,680427,Snickerdoodle, 263 ,11/1/2019,1052,394.5
3,847678,Snickerdoodle, 887 ,12/1/2019,3548,1330.5
5,421883,Snickerdoodle, 727 ,2/1/2020,2908,1090.5
1,572044,Snickerdoodle," 1,884 ",8/1/2020,7536,2826
4,119027,Snickerdoodle," 1,834 ",9/1/2019,7336,2751
1,345233,Snickerdoodle," 1,761 ",3/1/2020,7044,2641.5
5,115306,Snickerdoodle, 448 ,6/1/2020,1792,672
2,310429,Snickerdoodle," 2,181 ",10/1/2020,8724,3271.5
4,495847,Snickerdoodle," 1,540 ",8/1/2020,6160,2310
2,297812,Snickerdoodle, 490 ,11/1/2020,1960,735
4,702657,Snickerdoodle," 1,362 ",12/1/2020,5448,2043
3,629559,Snickerdoodle," 1,094 ",6/1/2020,4376,1641
5,496752,Snickerdoodle, 367 ,10/1/2019,1468,550.5
5,273665,Snickerdoodle, 663 ,5/1/2020,2652,994.5
4,865204,Snickerdoodle, 819 ,7/1/2020,3276,1228.5
2,203224,Snickerdoodle," 1,580 ",9/1/2020,6320,2370
2,361276,Snickerdoodle, 521 ,12/1/2020,2084,781.5
4,395290,Snickerdoodle, 386 ,10/1/2019,1544,579
3,876370,Snickerdoodle," 3,446 ",4/1/2020,13782,5168.25
3,788517,Snickerdoodle," 1,482 ",12/1/2019,5928,2223
3,518063,Snickerdoodle," 1,198 ",10/1/2019,4792,1797
1,241164,Snickerdoodle," 1,937 ",2/1/2020,7748,2905.5
5,242657,Snickerdoodle, 792 ,3/1/2020,3168,1188
2,327555,Snickerdoodle," 2,811 ",7/1/2020,11244,4216.5
5,363487,Snickerdoodle," 2,441 ",10/1/2020,9764,3661.5
3,607051,Snickerdoodle," 1,560 ",11/1/2019,6240,2340
5,535522,Snickerdoodle," 2,706 ",11/1/2019,10824,4059
4,533938,Snickerdoodle, 886 ,6/1/2020,3544,1329
3,105566,Snickerdoodle," 2,416 ",9/1/2019,9664,3624
4,694579,Snickerdoodle," 2,156 ",10/1/2020,8624,3234
1,483789,Snickerdoodle," 2,689 ",11/1/2020,10756,4033.5
3,728960,Snickerdoodle," 2,522 ",1/1/2020,10086,3782.25
5,759173,Snickerdoodle," 2,567 ",6/1/2020,10268,3850.5
3,602911,Snickerdoodle, 923 ,3/1/2020,3692,1384.5
3,317699,Snickerdoodle," 1,790 ",3/1/2020,7160,2685
3,676544,Snickerdoodle, 442 ,9/1/2019,1768,663
4,455417,Snickerdoodle," 2,579 ",4/1/2020,10316,3868.5
3,759484,Snickerdoodle," 1,743 ",5/1/2020,6972,2614.5
1,727283,Snickerdoodle," 2,996 ",10/1/2019,11984,4494
4,684001,Snickerdoodle, 280 ,12/1/2020,1120,420
5,372739,Snickerdoodle, 801 ,7/1/2020,3204,1201.5
1,285799,Snickerdoodle," 1,023 ",9/1/2019,4092,1534.5
2,289035,Snickerdoodle," 1,496 ",10/1/2020,5984,2244
5,411519,Snickerdoodle," 1,010 ",10/1/2020,4040,1515
3,199710,Snickerdoodle," 1,513 ",11/1/2020,6052,2269.5
4,632637,Snickerdoodle," 2,300 ",12/1/2020,9200,3450
4,384743,Snickerdoodle," 2,821 ",12/1/2019,11284,4231.5
1,819278,Snickerdoodle," 1,174 ",8/1/2020,4696,1761
4,858434,Snickerdoodle," 2,767 ",8/1/2020,11068,4150.5
4,329257,Snickerdoodle," 1,085 ",10/1/2020,4340,1627.5
3,793118,Sugar," 2,001 ",2/1/2020,6003,2501.25
3,355287,Sugar," 2,838 ",4/1/2020,8514,3547.5
2,246621,Sugar," 2,178 ",6/1/2020,6534,2722.5
3,641259,Sugar, 888 ,6/1/2020,2664,1110
1,587301,Sugar," 1,527 ",9/1/2019,4581,1908.75
5,505496,Sugar," 2,151 ",9/1/2020,6453,2688.75
4,745887,Sugar," 1,817 ",12/1/2020,5451,2271.25
5,514091,Sugar," 1,326 ",3/1/2020,3978,1657.5
4,735280,Sugar, 263 ,3/1/2020,789,328.75
1,540473,Sugar, 944 ,4/1/2020,2830.5,1179.375
1,327845,Sugar, 727 ,6/1/2020,2181,908.75
3,460452,Sugar, 787 ,6/1/2020,2361,983.75
2,354480,Sugar, 986 ,9/1/2020,2958,1232.5
3,243929,Sugar, 494 ,10/1/2019,1482,617.5
2,791359,Sugar," 1,397 ",10/1/2020,4191,1746.25
5,275167,Sugar," 1,744 ",11/1/2020,5232,2180
5,160577,Sugar, 662 ,6/1/2020,1986,827.5
5,827058,Sugar, 214 ,10/1/2019,642,267.5
4,439635,Sugar," 2,877 ",10/1/2020,8631,3596.25
4,752965,Sugar," 2,729 ",12/1/2020,8187,3411.25
5,454417,Sugar, 266 ,12/1/2019,798,332.5
2,434482,Sugar," 1,940 ",12/1/2019,5820,2425
1,632111,Sugar," 2,844 ",2/1/2020,8532,3555
3,703612,Sugar," 1,916 ",4/1/2020,5748,2395
2,358173,Sugar," 1,570 ",6/1/2020,4710,1962.5
2,149767,Sugar," 1,874 ",8/1/2020,5622,2342.5
4,108848,Sugar," 1,642 ",8/1/2020,4926,2052.5
4,623371,Sugar," 1,945 ",10/1/2019,5835,2431.25
2,444395,Sugar," 2,479 ",1/1/2020,7437,3098.75
5,818048,Sugar, 866 ,5/1/2020,2598,1082.5
1,581507,Sugar, 349 ,9/1/2019,1047,436.25
1,144559,Sugar," 2,177 ",10/1/2020,6531,2721.25
3,592176,Sugar," 1,514 ",10/1/2019,4542,1892.5
5,639651,Sugar," 2,689 ",10/1/2020,8067,3361.25
5,426898,Sugar," 1,389 ",10/1/2019,4167,1736.25
3,646205,Sugar," 1,265 ",11/1/2019,3795,1581.25
1,872775,Sugar," 2,297 ",11/1/2019,6891,2871.25
2,774130,Sugar," 2,663 ",12/1/2020,7989,3328.75
2,899502,Sugar, 570 ,12/1/2020,1710,712.5
5,792599,Sugar," 2,487 ",12/1/2020,7461,3108.75
2,701669,Sugar," 2,844 ",6/1/2020,8532,3555
5,721252,Sugar," 1,498 ",6/1/2020,4494,1872.5
2,425472,Sugar," 1,221 ",10/1/2019,3663,1526.25
5,441711,Sugar," 1,123 ",11/1/2019,3369,1403.75
5,562962,Sugar," 2,436 ",12/1/2019,7308,3045
4,666684,Sugar," 1,153 ",10/1/2020,3459,1441.25
2,361541,Sugar," 1,739 ",4/1/2020,5215.5,2173.125
5,899556,Sugar," 2,215 ",9/1/2019,6645,2768.75
1,628954,Sugar," 1,582 ",12/1/2020,4746,1977.5
5,617395,Sugar," 3,245 ",1/1/2020,9733.5,4055.625
5,619210,Sugar, 959 ,2/1/2020,2877,1198.75
5,210209,Sugar," 2,747 ",2/1/2020,8241,3433.75
3,324307,Sugar, 575 ,4/1/2020,1723.5,718.125
3,406234,Sugar," 2,338 ",6/1/2020,7014,2922.5
3,464364,Sugar, 381 ,8/1/2020,1143,476.25
1,350494,Sugar, 422 ,8/1/2020,1266,527.5
4,711362,Sugar," 2,134 ",9/1/2020,6402,2667.5
3,451947,Sugar, 808 ,12/1/2019,2424,1010
2,633142,Sugar, 437 ,7/1/2020,1309.5,545.625
2,462436,Sugar," 1,956 ",1/1/2020,5868,2445
5,184366,Sugar," 2,659 ",2/1/2020,7977,3323.75
2,151130,Sugar," 1,352 ",4/1/2020,4054.5,1689.375
3,747194,Sugar, 880 ,5/1/2020,2640,1100
2,390355,Sugar," 1,867 ",9/1/2020,5601,2333.75
1,594463,Sugar," 2,234 ",9/1/2019,6702,2792.5
2,699845,Sugar," 1,227 ",10/1/2020,3681,1533.75
3,867837,Sugar, 877 ,11/1/2020,2631,1096.25
4,881898,Sugar, 360 ,10/1/2020,1080,450
4,750389,Sugar," 2,682 ",11/1/2019,8046,3352.5
1,102288,Sugar, 521 ,12/1/2020,1563,651.25
5,727045,Sugar, 341 ,5/1/2020,1023,426.25
1,485947,Sugar, 641 ,7/1/2020,1923,801.25
2,363822,Sugar," 2,807 ",8/1/2020,8421,3508.75
5,494850,Sugar, 432 ,9/1/2020,1296,540
2,540189,Sugar," 2,294 ",10/1/2019,6882,2867.5
5,823956,Sugar," 2,167 ",10/1/2019,6501,2708.75
2,820943,Sugar," 2,529 ",11/1/2020,7587,3161.25
2,366080,Sugar," 1,870 ",12/1/2019,5610,2337.5
5,565067,Sugar," 1,579 ",3/1/2020,4737,1973.75
5,808356,Sugar," 1,005 ",9/1/2019,3015,1256.25
2,153144,Sugar," 1,734 ",1/1/2020,5202,2167.5
3,878522,Sugar, 554 ,1/1/2020,1662,692.5
2,856913,Sugar," 2,935 ",11/1/2019,8805,3668.75
2,644843,Sugar," 2,109 ",5/1/2020,6327,2636.25
1,219485,Sugar," 3,875 ",7/1/2020,11623.5,4843.125
4,362208,Sugar, 623 ,9/1/2019,1869,778.75
1,305275,Sugar, 986 ,10/1/2020,2958,1232.5
2,601126,Sugar," 2,387 ",11/1/2020,7161,2983.75
3,871331,Sugar," 1,233 ",12/1/2020,3699,1541.25
3,138905,Sugar," 1,491 ",3/1/2020,4473,1863.75
4,521663,Sugar," 1,531 ",12/1/2020,4593,1913.75
2,384410,Sugar," 2,567 ",6/1/2020,7701,3208.75
2,561318,Sugar," 1,583 ",6/1/2020,4749,1978.75
1,762271,Sugar," 1,565 ",10/1/2020,4695,1956.25
3,528145,Sugar, 280 ,12/1/2020,840,350
2,800536,Sugar," 2,903 ",3/1/2020,8709,3628.75
3,444518,Sugar," 2,541 ",8/1/2020,7623,3176.25
4,340032,Sugar, 269 ,10/1/2019,807,336.25
2,356877,Sugar," 1,496 ",10/1/2020,4488,1870
5,208723,Sugar," 1,010 ",10/1/2020,3030,1262.5
5,510933,Sugar," 1,281 ",12/1/2019,3843,1601.25
1,213778,Sugar, 866 ,7/1/2020,2596.5,1081.875
4,414407,Sugar, 492 ,7/1/2020,1476,615
1,199727,Sugar, 267 ,10/1/2019,801,333.75
2,330030,Sugar," 1,175 ",10/1/2020,3525,1468.75
4,780393,Sugar," 2,954 ",11/1/2019,8862,3692.5
4,483216,Sugar, 552 ,11/1/2020,1656,690
1,887151,Sugar, 293 ,12/1/2020,879,366.25
3,559561,Sugar," 1,806 ",5/1/2020,5418,2257.5
2,616386,White Chocolate Macadamia Nut," 1,493 ",1/1/2020,8958,4105.75
4,775360,White Chocolate Macadamia Nut," 1,804 ",2/1/2020,10824,4961
1,806592,White Chocolate Macadamia Nut," 2,161 ",3/1/2020,12966,5942.75
4,552346,White Chocolate Macadamia Nut," 1,006 ",6/1/2020,6036,2766.5
1,643742,White Chocolate Macadamia Nut," 1,545 ",6/1/2020,9270,4248.75
1,685153,White Chocolate Macadamia Nut," 2,821 ",8/1/2020,16926,7757.75
3,725066,White Chocolate Macadamia Nut, 345 ,10/1/2019,2070,948.75
3,584477,White Chocolate Macadamia Nut, 639 ,11/1/2020,3834,1757.25
5,613058,White Chocolate Macadamia Nut," 3,864 ",4/1/2020,23184,10626
1,729194,White Chocolate Macadamia Nut, 362 ,5/1/2020,2172,995.5
1,265959,White Chocolate Macadamia Nut, 923 ,8/1/2020,5538,2538.25
5,196520,White Chocolate Macadamia Nut, 663 ,10/1/2019,3978,1823.25
2,894331,White Chocolate Macadamia Nut," 2,092 ",11/1/2019,12552,5753
2,149035,White Chocolate Macadamia Nut," 1,566 ",10/1/2020,9396,4306.5
4,861720,White Chocolate Macadamia Nut," 2,966 ",10/1/2019,17796,8156.5
2,426268,White Chocolate Macadamia Nut," 2,877 ",10/1/2020,17262,7911.75
1,156941,White Chocolate Macadamia Nut, 809 ,10/1/2019,4854,2224.75
2,431261,White Chocolate Macadamia Nut," 2,145 ",10/1/2019,12870,5898.75
3,367956,White Chocolate Macadamia Nut," 1,055 ",12/1/2020,6330,2901.25
5,214845,White Chocolate Macadamia Nut, 544 ,12/1/2019,3264,1496
2,765978,White Chocolate Macadamia Nut," 1,084 ",12/1/2020,6504,2981
4,899743,White Chocolate Macadamia Nut," 2,009 ",10/1/2020,12054,5524.75
4,766402,White Chocolate Macadamia Nut," 3,851 ",4/1/2020,23103,10588.875
4,455927,White Chocolate Macadamia Nut, 736 ,9/1/2019,4416,2024
3,464499,White Chocolate Macadamia Nut," 1,465 ",3/1/2020,8790,4028.75
4,558048,White Chocolate Macadamia Nut," 2,646 ",9/1/2019,15876,7276.5
3,375461,White Chocolate Macadamia Nut," 2,177 ",10/1/2020,13062,5986.75
4,673372,White Chocolate Macadamia Nut," 2,431 ",12/1/2020,14586,6685.25
1,197116,White Chocolate Macadamia Nut, 555 ,1/1/2020,3330,1526.25
5,165918,White Chocolate Macadamia Nut," 2,861 ",1/1/2020,17166,7867.75
2,666752,White Chocolate Macadamia Nut, 807 ,2/1/2020,4842,2219.25
4,192398,White Chocolate Macadamia Nut, 602 ,6/1/2020,3612,1655.5
5,864063,White Chocolate Macadamia Nut," 2,832 ",8/1/2020,16992,7788
3,355971,White Chocolate Macadamia Nut," 1,579 ",8/1/2020,9474,4342.25
4,304806,White Chocolate Macadamia Nut, 861 ,10/1/2020,5166,2367.75
5,295390,White Chocolate Macadamia Nut, 704 ,10/1/2019,4224,1936
4,234670,White Chocolate Macadamia Nut," 1,033 ",12/1/2019,6198,2840.75
2,553803,White Chocolate Macadamia Nut," 1,250 ",12/1/2020,7500,3437.5
4,730844,White Chocolate Macadamia Nut, 952 ,2/1/2020,5712,2618
3,218006,White Chocolate Macadamia Nut," 2,755 ",2/1/2020,16530,7576.25
5,374150,White Chocolate Macadamia Nut," 1,530 ",5/1/2020,9180,4207.5
2,250308,White Chocolate Macadamia Nut," 1,496 ",6/1/2020,8976,4114
3,625104,White Chocolate Macadamia Nut," 1,498 ",6/1/2020,8988,4119.5
3,669715,White Chocolate Macadamia Nut," 1,221 ",10/1/2019,7326,3357.75
1,881268,White Chocolate Macadamia Nut," 2,076 ",10/1/2019,12456,5709
5,263637,White Chocolate Macadamia Nut," 1,001 ",8/1/2020,6006,2752.75
3,169621,White Chocolate Macadamia Nut," 1,333 ",11/1/2020,7998,3665.75
3,636371,White Chocolate Macadamia Nut," 1,262 ",5/1/2020,7572,3470.5
3,223911,White Chocolate Macadamia Nut," 1,135 ",6/1/2020,6810,3121.25
3,433084,White Chocolate Macadamia Nut, 547 ,11/1/2020,3282,1504.25
2,818350,White Chocolate Macadamia Nut," 1,582 ",12/1/2020,9492,4350.5
1,614031,White Chocolate Macadamia Nut," 1,659 ",7/1/2020,9954,4562.25
1,741049,White Chocolate Macadamia Nut, 609 ,8/1/2020,3654,1674.75
1,529471,White Chocolate Macadamia Nut," 2,087 ",9/1/2020,12522,5739.25
4,235009,White Chocolate Macadamia Nut," 1,976 ",10/1/2020,11856,5434
2,562718,White Chocolate Macadamia Nut," 1,421 ",12/1/2019,8526,3907.75
4,640346,White Chocolate Macadamia Nut," 1,372 ",12/1/2020,8232,3773
3,629523,White Chocolate Macadamia Nut, 588 ,12/1/2019,3528,1617
1,856865,White Chocolate Macadamia Nut, 598 ,3/1/2020,3588,1644.5
3,567117,White Chocolate Macadamia Nut," 2,907 ",6/1/2020,17442,7994.25
4,507642,White Chocolate Macadamia Nut," 2,338 ",6/1/2020,14028,6429.5
4,289924,White Chocolate Macadamia Nut, 386 ,11/1/2019,2316,1061.5
3,751314,White Chocolate Macadamia Nut, 635 ,12/1/2020,3810,1746.25
1,847731,White Chocolate Macadamia Nut, 245 ,5/1/2020,1470,673.75
4,710702,White Chocolate Macadamia Nut," 3,794 ",7/1/2020,22761,10432.125
4,696979,White Chocolate Macadamia Nut," 1,307 ",7/1/2020,7842,3594.25
2,609418,White Chocolate Macadamia Nut, 567 ,9/1/2020,3402,1559.25
5,764088,White Chocolate Macadamia Nut," 2,110 ",9/1/2020,12660,5802.5
3,447945,White Chocolate Macadamia Nut," 1,269 ",10/1/2020,7614,3489.75
2,751733,White Chocolate Macadamia Nut," 1,967 ",3/1/2020,11802,5409.25
2,507202,White Chocolate Macadamia Nut," 2,628 ",4/1/2020,15768,7227
1,311475,White Chocolate Macadamia Nut, 681 ,1/1/2020,4086,1872.75
4,581762,White Chocolate Macadamia Nut, 510 ,4/1/2020,3060,1402.5
1,217808,White Chocolate Macadamia Nut, 790 ,5/1/2020,4740,2172.5
2,897372,White Chocolate Macadamia Nut, 639 ,7/1/2020,3834,1757.25
3,748204,White Chocolate Macadamia Nut," 1,596 ",9/1/2020,9576,4389
3,378254,White Chocolate Macadamia Nut," 2,294 ",10/1/2019,13764,6308.5
2,775311,White Chocolate Macadamia Nut, 241 ,10/1/2020,1446,662.75
4,632477,White Chocolate Macadamia Nut," 2,665 ",11/1/2020,15990,7328.75
2,482625,White Chocolate Macadamia Nut," 1,916 ",12/1/2019,11496,5269
1,428131,White Chocolate Macadamia Nut, 853 ,12/1/2020,5118,2345.75
3,120418,White Chocolate Macadamia Nut, 384 ,1/1/2020,2304,1056
2,885051,White Chocolate Macadamia Nut, 472 ,10/1/2020,2832,1298
1,494115,White Chocolate Macadamia Nut," 2,805 ",9/1/2019,16830,7713.75
4,573970,White Chocolate Macadamia Nut, 655 ,9/1/2019,3930,1801.25
5,403071,White Chocolate Macadamia Nut, 344 ,10/1/2019,2064,946
2,356550,White Chocolate Macadamia Nut," 1,808 ",11/1/2020,10848,4972
2,638098,White Chocolate Macadamia Nut," 1,395 ",7/1/2020,8370,3836.25
2,382008,White Chocolate Macadamia Nut, 986 ,10/1/2020,5916,2711.5
3,234667,White Chocolate Macadamia Nut, 905 ,10/1/2020,5430,2488.75
3,397386,White Chocolate Macadamia Nut," 3,998 ",1/1/2020,23985,10993.125
4,488771,White Chocolate Macadamia Nut," 2,632 ",6/1/2020,15792,7238
3,168032,White Chocolate Macadamia Nut," 1,190 ",6/1/2020,7140,3272.5
1,135967,White Chocolate Macadamia Nut, 604 ,6/1/2020,3624,1661
3,899629,White Chocolate Macadamia Nut, 660 ,9/1/2019,3960,1815
1,617339,White Chocolate Macadamia Nut, 410 ,10/1/2020,2460,1127.5
5,814769,White Chocolate Macadamia Nut," 2,605 ",11/1/2019,15630,7163.75
3,758487,White Chocolate Macadamia Nut," 1,013 ",12/1/2020,6078,2785.75
1,674043,White Chocolate Macadamia Nut," 1,575 ",2/1/2020,9450,4331.25
1,349645,White Chocolate Macadamia Nut, 606 ,4/1/2020,3636,1666.5
4,233911,White Chocolate Macadamia Nut," 2,460 ",7/1/2020,14760,6765
2,867907,White Chocolate Macadamia Nut, 269 ,10/1/2019,1614,739.75
2,752353,White Chocolate Macadamia Nut," 2,536 ",11/1/2019,15216,6974
1,600167,White Chocolate Macadamia Nut, 500 ,3/1/2020,3000,1375
3,853295,White Chocolate Macadamia Nut," 2,826 ",5/1/2020,16956,7771.5
2,253981,White Chocolate Macadamia Nut, 663 ,9/1/2020,3978,1823.25
4,208456,White Chocolate Macadamia Nut," 2,574 ",11/1/2019,15444,7078.5
4,727940,White Chocolate Macadamia Nut," 2,438 ",12/1/2019,14628,6704.5
4,414628,White Chocolate Macadamia Nut, 914 ,12/1/2020,5484,2513.5
